Age,Sex,Weight  in lbs,Height in Inch,IQ,Units of alcohol per day,Cigarettes per day,Marital Status,Additional People in household,Salary,Active,Health Score (high is good)
63,Female,126,67,94,0,0,Married,1,52682,Inactive,145
27,Female,132,69,95,0,0,Widowed,0,56285,Inactive,172
23,Male,144,68,98,2,40,Cohabiting,3,24896,Inactive,97
45,Male,186,74,95,1,14,Married,1,55635,Active,127
54,Female,146,68,97,2,0,Cohabiting,4,56349,Inactive,125
52,Female,103,65,103,0,0,Single,3,54257,Inactive,145
71,Female,129,76,107,1,0,Married,1,24945,Inactive,113
31,Female,121,67,107,1,0,Married,2,54258,Active,308
62,Male,154,78,97,1,0,Divorced,1,57565,Inactive,119
70,Male,153,74,95,0,0,Married,1,25093,Active,134
23,Male,187,70,111,2,0,Widowed,3,25024,Active,190
45,Female,139,64,99,1,0,Cohabiting,1,54101,Active,198
63,Female,133,65,98,0,0,Divorced,0,54169,Very Active,211
37,Female,119,67,97,2,0,Married,3,55832,Inactive,201
43,Female,141,68,99,1,0,Widowed,1,54027,Inactive,151
22,Male,142,76,99,1,0,Married,2,25018,Very Active,300
37,Male,179,67,113,0,0,Single,1,53744,Inactive,154
53,Male,163,65,99,1,38,Widowed,3,56561,Inactive,82
33,Female,115,65,108,0,13,Cohabiting,4,54657,Inactive,123
70,Female,132,62,114,0,0,Widowed,0,24925,Inactive,85
59,Female,115,71,94,0,17,Married,1,56659,Inactive,87
73,Male,163,68,93,0,0,Divorced,0,25011,Active,112
72,Male,151,81,88,2,0,Widowed,0,25018,Active,125
54,Male,168,70,102,0,0,Married,4,55998,Inactive,128
37,Female,117,66,96,0,0,Married,3,55211,Active,251
79,Female,125,64,101,0,0,Married,4,25142,Active,159
38,Female,116,61,94,0,0,Cohabiting,1,54322,Active,234
73,Female,126,73,108,0,22,Single,3,24987,Very Active,161
41,Female,122,66,101,0,0,Single,1,54370,Inactive,165
69,Male,148,72,98,1,0,Married,4,24966,Active,129
70,Female,121,65,97,1,0,Married,4,25117,Very Active,195
23,Female,135,69,101,0,0,Cohabiting,4,24994,Inactive,186
37,Male,145,71,96,2,0,Single,1,53739,Active,169
28,Female,127,62,104,2,34,Married,1,51800,Inactive,112
20,Female,114,63,107,0,0,Divorced,2,24956,Inactive,199
33,Female,144,67,97,0,0,Widowed,0,55156,Inactive,180
27,Female,114,68,86,1,20,Married,4,57004,Active,211
21,Female,149,65,108,1,0,Divorced,0,25018,Inactive,209
64,Female,126,74,89,0,0,Widowed,3,54501,Inactive,150
53,Male,151,71,102,2,19,Cohabiting,4,53464,Inactive,99
38,Male,160,70,99,1,0,Married,1,54024,Inactive,139
38,Female,119,63,90,0,0,Married,3,54678,Active,271
43,Female,107,71,106,2,0,Married,3,56176,Very Active,291
43,Male,163,71,94,0,0,Married,2,56841,Inactive,152
31,Female,157,62,106,0,0,Married,3,53640,Inactive,201
75,Female,142,65,100,0,0,Single,1,24972,Very Active,183
76,Female,132,66,102,0,0,Single,1,25109,Inactive,123
68,Female,134,71,93,1,24,Married,3,25075,Inactive,71
77,Female,132,67,103,4,0,Cohabiting,4,25012,Inactive,95
36,Female,131,64,88,1,0,Divorced,2,56343,Inactive,165
20,Female,116,69,101,0,8,Married,2,24899,Inactive,177
18,Male,158,71,98,1,0,Married,4,25109,Very Active,295
66,Male,134,73,99,0,0,Single,0,24954,Inactive,120
80,Female,113,68,99,0,0,Cohabiting,2,25112,Very Active,185
70,Female,131,71,107,0,0,Married,4,24971,Inactive,113
54,Female,133,65,108,0,7,Divorced,0,52413,Inactive,120
27,Male,157,71,85,0,0,Divorced,0,53647,Inactive,164
26,Female,104,66,103,1,0,Married,2,53852,Active,313
74,Male,157,72,94,1,0,Widowed,0,25065,Very Active,131
51,Female,142,66,97,0,30,Married,3,54864,Active,154
24,Male,184,72,89,1,0,Single,2,25111,Inactive,151
32,Female,121,63,103,1,0,Single,3,55606,Inactive,216
71,Female,122,62,107,0,0,Widowed,2,25028,Active,150
24,Male,164,77,100,1,0,Cohabiting,2,25032,Inactive,169
56,Male,155,79,99,0,0,Cohabiting,4,53817,Inactive,136
49,Female,108,64,108,0,0,Widowed,1,54290,Active,207
73,Female,133,62,104,2,0,Divorced,2,24973,Active,158
56,Male,159,67,110,0,0,Divorced,2,53095,Inactive,111
36,Female,124,66,103,2,0,Married,4,52998,Inactive,200
52,Male,166,73,103,2,0,Divorced,3,53496,Inactive,98
25,Female,119,65,90,2,9,Divorced,1,55286,Active,242
39,Female,127,63,104,1,0,Single,2,54059,Inactive,189
27,Female,111,70,103,1,3,Married,3,54653,Active,334
45,Male,164,69,99,0,21,Married,1,55414,Inactive,111
72,Female,122,67,90,1,0,Single,3,24963,Very Active,193
70,Female,132,69,99,2,0,Single,1,25027,Inactive,86
73,Male,159,73,88,2,26,Widowed,2,25092,Inactive,78
20,Female,145,64,98,2,0,Single,1,24905,Inactive,164
48,Female,119,67,105,1,0,Married,1,55333,Inactive,117
68,Male,173,70,103,1,0,Married,1,24886,Inactive,93
55,Male,185,65,104,2,0,Married,2,57232,Active,117
39,Female,108,68,108,2,0,Married,3,56392,Active,236
80,Female,117,68,87,3,0,Married,3,24755,Active,154
49,Male,169,74,103,1,0,Married,2,54368,Active,161
57,Female,124,62,99,2,0,Divorced,2,56149,Very Active,215
72,Female,163,67,106,3,0,Married,4,24963,Very Active,174
77,Male,189,75,95,3,0,Cohabiting,3,25068,Inactive,71
59,Male,171,72,102,1,0,Married,4,56273,Inactive,104
79,Female,141,66,103,0,0,Cohabiting,4,24952,Inactive,79
23,Female,151,69,99,2,0,Cohabiting,3,24910,Very Active,365
31,Female,134,69,103,2,0,Widowed,3,55176,Active,256
69,Female,120,61,101,0,0,Single,2,24887,Active,175
51,Female,136,68,104,2,0,Married,2,54618,Active,185
35,Female,89,66,103,1,5,Married,1,55597,Very Active,319
67,Male,153,69,94,0,0,Married,3,24846,Inactive,112
51,Female,130,68,79,0,0,Married,1,55647,Active,198
41,Female,117,68,108,1,0,Widowed,2,56123,Inactive,132
67,Female,146,65,87,0,0,Married,2,24938,Active,153
29,Male,165,76,101,2,0,Widowed,1,54165,Active,210
63,Male,181,71,100,0,0,Married,3,54482,Inactive,113
30,Female,112,65,102,2,0,Married,3,54803,Inactive,190
27,Female,139,63,94,2,0,Single,0,55438,Active,252
50,Female,137,69,104,1,0,Divorced,2,53897,Very Active,249
58,Male,170,67,105,0,0,Married,4,54179,Active,142
70,Female,135,64,102,1,0,Married,1,24907,Inactive,84
22,Female,143,65,91,0,0,Married,1,24989,Active,306
28,Male,176,79,102,2,0,Widowed,0,55316,Active,215
34,Female,131,69,99,1,8,Married,3,55661,Inactive,126
41,Female,168,68,102,0,0,Cohabiting,2,55273,Inactive,120
40,Female,138,69,102,0,0,Married,1,54171,Inactive,166
25,Male,169,74,98,2,18,Widowed,2,53950,Active,151
65,Female,125,66,90,2,0,Married,3,55359,Inactive,90
34,Male,171,71,102,2,0,Divorced,0,53755,Inactive,121
40,Male,187,69,95,0,0,Single,0,52598,Inactive,148
38,Male,176,71,109,0,0,Cohabiting,2,55153,Very Active,208
30,Male,196,73,99,1,0,Married,3,53068,Very Active,217
74,Female,143,66,103,0,0,Widowed,1,25011,Very Active,185
43,Female,87,67,98,0,0,Widowed,1,54900,Inactive,141
46,Female,134,65,114,0,0,Married,3,53957,Very Active,264
36,Male,150,71,100,2,3,Cohabiting,2,54967,Inactive,147
34,Female,148,64,92,0,0,Cohabiting,4,55106,Very Active,303
54,Female,125,66,103,2,0,Married,2,54731,Active,205
36,Male,172,72,92,2,35,Married,4,52552,Inactive,98
71,Female,94,66,105,3,0,Widowed,0,24873,Active,152
27,Male,159,68,116,2,0,Married,1,57749,Inactive,169
43,Male,147,70,92,3,5,Single,2,53978,Very Active,160
54,Male,168,73,97,0,0,Cohabiting,3,55539,Very Active,171
42,Female,113,68,103,1,0,Single,1,55447,Inactive,131
70,Female,130,62,116,1,11,Widowed,3,25050,Inactive,94
76,Male,143,72,95,1,0,Widowed,1,25008,Active,111
25,Female,136,69,85,2,19,Single,3,54879,Active,235
53,Male,149,75,99,3,38,Widowed,1,56564,Active,99
64,Male,161,70,105,0,18,Divorced,1,55976,Inactive,86
62,Female,117,68,99,3,0,Single,1,52136,Inactive,93
37,Female,116,68,94,1,8,Cohabiting,3,53880,Inactive,186
24,Female,111,66,98,1,0,Single,0,25018,Active,319
62,Male,151,67,100,1,23,Single,2,54949,Inactive,71
31,Female,144,68,95,1,17,Divorced,1,56767,Inactive,111
56,Female,131,69,106,0,0,Widowed,3,55550,Inactive,159
46,Female,142,71,109,0,0,Single,1,57327,Inactive,152
35,Female,141,68,101,2,0,Married,4,55032,Active,232
53,Male,176,71,103,0,0,Divorced,0,53590,Inactive,116
26,Male,191,73,97,1,0,Married,1,53648,Inactive,145
77,Male,185,69,101,0,0,Single,2,24823,Inactive,86
36,Male,192,71,101,0,33,Divorced,3,54413,Active,125
47,Female,144,68,109,1,0,Cohabiting,1,54934,Active,197
22,Male,187,76,107,1,0,Single,3,25000,Inactive,185
26,Male,181,67,102,0,0,Married,4,55593,Inactive,166
39,Male,185,71,92,0,17,Single,0,53037,Active,134
71,Male,148,71,99,1,34,Married,3,24946,Inactive,77
79,Female,148,69,101,2,0,Married,4,25080,Inactive,76
30,Female,109,62,101,2,27,Married,2,53894,Inactive,99
33,Female,141,67,95,3,0,Single,3,56497,Inactive,164
36,Female,132,67,93,1,0,Married,4,57010,Inactive,205
46,Female,127,68,96,3,0,Cohabiting,1,55550,Inactive,140
25,Female,137,67,105,2,0,Single,1,54847,Very Active,357
45,Female,121,61,123,1,0,Married,1,55162,Inactive,115
77,Female,125,67,92,1,0,Divorced,2,25126,Inactive,101
45,Female,112,67,100,1,0,Divorced,3,57448,Inactive,124
73,Female,120,63,102,0,0,Married,3,25021,Inactive,106
65,Female,128,65,87,1,0,Widowed,1,53679,Inactive,113
43,Female,103,66,102,2,0,Married,1,55779,Very Active,283
60,Female,125,65,103,1,22,Cohabiting,1,53649,Active,134
21,Male,172,70,100,0,0,Divorced,2,24973,Active,241
69,Female,132,70,111,1,0,Single,3,24937,Inactive,111
62,Male,186,73,117,0,0,Single,1,57318,Inactive,104
29,Male,169,69,105,1,29,Married,1,55072,Inactive,115
30,Female,129,69,94,1,24,Married,4,55217,Inactive,107
31,Male,171,74,108,2,0,Married,3,55367,Inactive,131
76,Female,118,70,101,0,0,Married,4,24979,Active,172
51,Female,132,68,94,1,0,Divorced,1,55680,Inactive,109
62,Male,185,74,100,0,0,Married,3,56700,Active,140
50,Male,161,69,95,0,0,Single,0,56040,Active,163
38,Female,128,64,92,0,15,Single,0,53564,Inactive,133
65,Female,117,67,110,2,0,Single,1,54979,Inactive,92
51,Female,120,68,97,1,0,Married,4,54732,Inactive,112
25,Male,186,71,99,1,0,Married,1,55240,Active,218
40,Female,112,65,105,1,0,Married,4,53039,Inactive,132
46,Female,96,70,112,1,0,Widowed,3,55313,Very Active,291
18,Male,150,69,101,0,0,Cohabiting,4,24876,Active,274
27,Female,117,64,97,0,0,Married,2,56912,Inactive,255
40,Female,126,67,80,4,27,Divorced,1,56539,Active,148
74,Male,150,70,103,0,0,Cohabiting,4,24905,Inactive,84
43,Female,127,62,100,0,0,Widowed,3,56177,Active,242
34,Male,134,66,107,0,0,Divorced,1,55285,Active,216
57,Female,150,66,92,0,0,Married,1,54097,Active,197
69,Male,166,69,104,0,0,Married,1,24985,Inactive,107
75,Female,144,62,98,0,0,Married,4,25066,Active,158
53,Male,174,78,98,1,0,Widowed,0,55891,Very Active,169
74,Male,176,68,86,1,0,Married,3,24945,Inactive,76
68,Female,130,69,106,0,8,Single,1,24947,Inactive,84
41,Female,122,74,99,1,0,Cohabiting,3,53563,Inactive,136
52,Male,147,75,106,2,0,Married,3,55875,Very Active,166
57,Male,173,73,108,2,0,Widowed,0,55128,Inactive,102
66,Male,166,75,105,2,10,Cohabiting,3,25123,Inactive,86
54,Female,148,65,110,2,30,Married,1,53935,Inactive,89
78,Male,132,74,98,1,0,Married,2,24924,Active,121
65,Male,161,71,108,2,28,Single,2,54081,Inactive,65
61,Female,102,70,99,1,0,Cohabiting,2,56276,Active,180
67,Female,150,63,103,0,0,Widowed,1,25135,Inactive,85
30,Female,125,65,110,1,0,Divorced,1,54196,Inactive,152
67,Female,135,69,96,1,0,Widowed,2,25120,Inactive,112
75,Female,137,64,95,1,0,Married,4,25008,Active,159
70,Male,164,67,102,1,27,Married,4,24962,Active,87
36,Female,115,63,87,1,0,Single,2,56144,Inactive,206
42,Female,148,73,100,3,24,Married,2,52712,Inactive,87
77,Female,118,69,99,0,0,Cohabiting,2,25050,Active,148
39,Male,176,71,103,1,0,Married,3,55258,Active,163
48,Female,111,60,99,1,28,Cohabiting,1,55104,Very Active,181
30,Male,158,70,88,1,0,Married,4,54767,Inactive,176
29,Male,173,70,107,1,0,Cohabiting,2,54338,Very Active,225
74,Male,168,73,103,0,0,Married,1,24981,Inactive,104
66,Male,167,73,101,0,0,Divorced,0,25104,Active,136
27,Male,185,75,95,0,0,Cohabiting,2,53509,Inactive,180
24,Female,102,61,104,3,0,Married,1,24788,Active,325
29,Female,120,72,98,0,0,Married,2,55041,Inactive,221
39,Female,125,65,99,1,0,Married,3,54488,Inactive,194
25,Female,151,65,93,1,0,Cohabiting,2,53276,Inactive,230
56,Female,145,62,109,1,0,Divorced,3,54458,Inactive,95
24,Male,167,73,90,0,0,Married,1,25021,Inactive,196
73,Female,121,67,100,1,0,Married,4,24848,Inactive,106
43,Male,173,66,109,0,0,Widowed,1,54523,Active,155
18,Male,131,71,105,1,0,Widowed,1,25133,Inactive,199
59,Male,182,71,88,1,0,Single,0,56276,Active,136
36,Male,180,68,102,1,0,Divorced,3,56459,Active,178
54,Male,191,71,94,2,0,Cohabiting,1,52914,Active,124
46,Female,128,65,99,2,0,Married,2,54390,Active,196
26,Male,168,72,109,3,0,Cohabiting,4,55557,Active,181
61,Female,143,71,98,2,0,Single,0,52607,Very Active,212
73,Female,125,70,103,0,14,Married,3,25032,Inactive,95
28,Male,184,77,111,0,6,Widowed,2,54569,Very Active,233
59,Female,133,69,105,0,0,Cohabiting,1,55165,Inactive,102
77,Female,107,65,97,1,0,Married,4,25081,Inactive,83
41,Female,141,63,105,1,0,Cohabiting,2,56631,Inactive,118
30,Male,171,70,95,0,0,Married,3,53746,Active,202
69,Female,130,67,101,2,0,Married,2,25123,Inactive,129
29,Male,172,73,105,2,0,Cohabiting,3,56360,Active,201
30,Male,185,72,95,0,7,Widowed,0,54782,Inactive,129
39,Female,107,65,94,4,37,Married,2,52743,Active,157
69,Male,175,67,102,1,0,Single,1,24907,Active,110
53,Male,169,68,94,1,2,Married,3,54872,Inactive,94
29,Female,104,67,96,2,30,Widowed,1,56046,Inactive,126
76,Female,129,65,102,2,9,Single,2,24974,Active,145
75,Female,140,65,98,1,0,Married,3,24808,Inactive,120
38,Female,106,65,97,1,0,Married,2,56660,Active,243
37,Male,179,77,92,1,21,Married,1,53958,Very Active,156
68,Female,113,67,108,0,29,Married,2,24923,Active,122
52,Male,186,70,105,1,0,Married,2,54388,Inactive,109
35,Male,191,76,94,1,0,Married,3,56919,Inactive,161
23,Male,137,73,108,2,0,Married,1,24871,Very Active,265
71,Female,120,62,96,3,13,Widowed,0,24990,Inactive,71
38,Female,94,66,102,0,0,Widowed,2,52177,Inactive,226
20,Male,167,65,104,1,11,Married,2,25124,Very Active,207
26,Female,117,67,100,0,0,Cohabiting,1,56017,Active,316
29,Male,198,78,98,1,0,Widowed,3,53524,Inactive,143
61,Female,123,70,104,3,33,Married,3,55954,Very Active,153
67,Male,171,70,87,3,0,Widowed,0,24992,Active,106
53,Female,136,64,101,1,0,Cohabiting,3,56956,Active,204
23,Female,109,63,95,1,0,Married,2,25117,Inactive,226
33,Female,127,70,94,0,0,Married,4,53977,Active,312
70,Female,122,66,99,0,25,Married,3,25069,Inactive,105
31,Female,111,64,105,1,0,Widowed,3,55671,Active,307
39,Male,144,67,106,2,22,Single,0,53028,Inactive,109
64,Male,169,72,98,0,0,Widowed,3,53129,Inactive,92
31,Female,154,67,97,3,0,Single,0,54835,Very Active,295
69,Female,124,69,111,0,29,Single,0,25009,Very Active,155
35,Female,127,62,101,1,0,Divorced,1,54838,Inactive,199
33,Female,128,69,98,3,5,Cohabiting,1,56203,Very Active,286
59,Female,134,71,99,0,0,Divorced,3,54311,Inactive,103
79,Female,140,68,105,0,0,Widowed,2,25094,Active,160
25,Male,173,70,118,3,0,Divorced,2,53486,Inactive,146
61,Female,118,76,107,1,0,Cohabiting,4,57602,Active,207
30,Male,147,70,95,1,22,Cohabiting,2,53276,Active,143
58,Female,131,65,106,1,0,Single,2,55187,Active,196
74,Male,187,71,104,1,0,Married,1,25036,Very Active,125
59,Female,122,69,107,2,0,Divorced,3,54566,Active,173
53,Female,135,61,96,0,13,Married,3,54293,Inactive,131
56,Female,146,68,101,0,0,Married,2,53604,Very Active,230
32,Male,175,78,102,1,0,Married,2,55422,Inactive,160
24,Female,135,64,110,1,0,Cohabiting,4,25049,Inactive,163
22,Female,129,69,100,2,0,Widowed,2,24979,Active,355
48,Male,161,75,106,2,0,Divorced,3,55171,Active,158
22,Female,117,63,100,1,0,Married,2,24927,Very Active,403
65,Female,116,68,84,1,34,Single,2,53677,Active,118
62,Male,156,73,94,2,0,Single,1,56613,Inactive,110
37,Female,138,69,106,1,0,Married,4,53733,Inactive,135
30,Male,153,70,111,6,0,Married,4,54670,Very Active,171
33,Female,110,64,99,2,0,Married,2,54273,Active,286
47,Female,93,69,93,1,11,Married,2,53197,Active,190
63,Female,133,66,111,1,27,Single,1,56716,Inactive,106
64,Female,138,66,100,0,0,Widowed,3,53829,Inactive,116
64,Female,137,67,90,1,0,Divorced,2,54419,Inactive,91
41,Female,119,70,111,0,28,Married,3,52465,Active,186
59,Female,152,67,101,1,0,Single,1,57109,Inactive,142
30,Female,123,61,101,1,0,Divorced,1,55204,Inactive,217
47,Female,125,67,91,0,18,Married,4,53255,Very Active,213
67,Female,108,63,97,2,0,Cohabiting,4,24792,Inactive,133
76,Male,178,68,109,0,0,Cohabiting,4,25128,Active,116
60,Male,163,67,96,0,23,Married,4,56229,Active,111
72,Male,158,71,106,0,0,Divorced,1,24923,Active,117
21,Male,172,68,89,0,0,Married,4,24934,Very Active,276
28,Female,139,71,103,0,0,Married,3,53201,Very Active,380
36,Female,132,61,106,1,0,Divorced,2,56049,Inactive,159
58,Female,115,69,107,2,7,Widowed,1,56891,Inactive,93
67,Female,129,67,103,0,0,Married,4,25072,Active,183
66,Female,154,67,111,0,0,Cohabiting,1,24799,Very Active,200
29,Female,127,67,97,1,0,Divorced,3,55077,Active,275
52,Male,175,77,101,0,0,Widowed,3,55743,Very Active,179
46,Male,176,70,102,0,0,Divorced,0,54710,Inactive,140
37,Male,170,73,101,2,0,Married,3,55613,Inactive,119
59,Female,139,64,101,0,0,Married,4,55564,Active,193
70,Male,179,73,88,2,0,Single,2,25158,Very Active,128
55,Female,129,69,107,0,6,Divorced,0,55435,Active,175
58,Male,147,75,101,1,0,Married,4,53306,Active,137
36,Male,158,74,94,2,0,Married,1,56863,Inactive,140
56,Male,166,70,105,1,0,Married,4,54264,Active,143
64,Male,157,70,102,1,0,Widowed,3,56034,Active,122
71,Male,171,73,97,2,16,Married,4,24965,Very Active,111
58,Male,175,79,97,1,0,Married,1,56016,Inactive,110
67,Female,120,68,100,1,0,Married,1,25168,Inactive,138
23,Male,196,73,102,2,0,Divorced,1,25118,Inactive,141
49,Female,138,63,104,2,0,Widowed,0,57460,Very Active,232
19,Male,207,67,95,2,0,Divorced,3,24957,Inactive,168
46,Male,176,77,95,0,0,Married,2,53640,Inactive,135
20,Female,150,62,97,0,0,Single,1,25018,Active,337
80,Male,185,71,98,0,1,Married,3,25031,Very Active,122
73,Male,157,67,103,2,0,Widowed,2,24922,Inactive,85
54,Male,196,69,106,2,29,Cohabiting,3,55255,Inactive,75
18,Female,117,70,93,1,0,Married,2,24918,Inactive,217
72,Female,171,68,101,2,0,Divorced,0,24932,Active,157
23,Female,124,70,101,2,25,Single,0,25105,Active,229
54,Male,187,69,104,0,25,Divorced,1,54185,Very Active,122
78,Male,178,73,108,2,25,Divorced,1,25038,Inactive,59
37,Male,160,73,104,0,0,Married,1,56156,Active,189
53,Female,115,66,95,2,0,Married,4,56614,Inactive,106
66,Female,90,65,99,0,29,Cohabiting,2,25161,Inactive,109
32,Female,132,67,88,0,0,Married,4,55795,Very Active,342
53,Female,110,62,100,1,8,Cohabiting,3,53536,Inactive,96
58,Male,186,76,96,1,0,Married,4,54331,Inactive,118
42,Male,172,75,99,1,0,Married,4,53560,Active,178
38,Female,123,62,99,1,0,Married,1,53830,Very Active,288
34,Female,123,66,109,0,0,Married,3,56028,Inactive,149
26,Female,116,68,92,2,0,Single,1,56172,Very Active,378
39,Male,172,76,101,1,0,Widowed,0,54979,Active,172
73,Male,188,75,89,2,0,Widowed,1,25084,Active,115
76,Female,129,70,101,1,0,Single,3,25223,Active,166
57,Female,135,63,98,0,0,Widowed,0,55007,Active,198
73,Female,130,67,103,0,0,Married,2,24989,Active,150
32,Male,162,73,96,1,40,Cohabiting,3,54653,Active,123
73,Female,133,65,106,1,8,Married,1,24925,Active,152
30,Female,144,69,98,2,0,Divorced,3,55357,Inactive,217
74,Male,184,72,103,3,39,Single,1,25014,Inactive,60
70,Male,197,68,91,3,15,Single,3,24907,Active,95
74,Female,120,66,104,4,0,Widowed,2,25001,Inactive,118
62,Female,140,67,99,1,0,Married,2,54849,Very Active,209
19,Male,178,74,91,0,0,Divorced,3,25028,Very Active,311
65,Female,126,60,99,2,0,Married,2,54743,Active,171
68,Female,124,64,98,1,0,Married,4,25030,Inactive,110
58,Male,167,72,101,1,0,Cohabiting,2,54358,Active,142
18,Female,130,66,95,1,0,Married,2,24931,Very Active,439
45,Male,187,77,93,0,0,Divorced,0,54795,Active,179
73,Male,153,71,106,0,0,Single,2,25037,Active,127
53,Female,133,66,96,0,0,Married,1,56682,Active,215
32,Female,121,65,98,0,0,Married,1,54787,Very Active,345
61,Female,121,69,108,3,0,Married,4,54791,Active,189
63,Female,120,66,96,0,35,Cohabiting,4,55166,Inactive,68
22,Female,126,70,100,2,0,Married,4,25292,Inactive,227
73,Female,138,64,87,2,0,Married,3,25030,Inactive,99
64,Male,188,71,91,2,0,Married,4,54370,Inactive,92
46,Female,134,68,107,2,0,Married,4,55449,Inactive,142
48,Female,134,65,100,1,0,Married,1,56782,Inactive,166
39,Female,117,62,95,3,0,Married,2,53752,Active,241
63,Male,176,71,95,0,0,Widowed,0,54855,Inactive,91
75,Female,108,65,104,2,0,Divorced,1,25065,Very Active,186
27,Female,148,63,100,2,0,Divorced,3,56750,Very Active,315
33,Female,120,63,112,2,0,Widowed,0,54226,Active,240
72,Female,165,66,108,0,0,Widowed,2,24977,Very Active,183
24,Female,133,63,87,0,0,Single,0,25057,Active,294
54,Female,144,65,98,0,0,Married,2,55135,Inactive,128
37,Male,198,71,91,1,0,Single,3,53940,Active,175
37,Female,132,69,100,1,0,Divorced,2,52828,Very Active,308
34,Male,176,68,108,0,0,Married,4,54392,Very Active,214
72,Male,163,71,106,3,0,Married,4,25017,Inactive,75
66,Female,108,72,110,1,0,Single,1,24892,Inactive,97
59,Female,128,68,97,0,0,Widowed,1,56333,Active,178
73,Male,168,74,101,2,0,Cohabiting,3,25042,Active,117
27,Male,168,66,88,0,0,Single,1,53167,Active,222
37,Female,97,66,100,2,0,Married,3,55683,Very Active,318
59,Male,161,75,98,1,0,Married,4,53361,Very Active,156
45,Female,128,72,100,1,0,Cohabiting,2,53860,Active,218
62,Female,132,66,106,0,0,Cohabiting,2,55261,Active,168
